date,close,rate,mean,pos,neg,neu
2022/11/4,0.996,2.1434,0.5,1,0,0
2022/11/7,1.0019,0,0,0,0,0
2022/11/8,1.0072,0,0,0,0,0
2022/11/9,1.0011,0,0,0,0,0
2022/11/10,1.0208,1.9678,0.8,1,0,0
2022/11/11,1.0352,1.4107,0.64,1,0,0
2022/11/14,1.0325,-0.2608,-0.5,0,1,0
2022/11/15,1.0348,0.2228,0.775,1,0,0
2022/11/16,1.0392,0.4252,0.2,1,0,0
2022/11/17,1.036,-0.3079,0.05,1,0,0
2022/11/18,1.0324,0,0,0,0,0
2022/11/21,1.0241,-0.804,-0.5,0,1,0
2022/11/22,1.0302,0.5956,0,0,0,1
2022/11/23,1.0395,0.9027,0,0,0,1
2022/11/24,1.0408,0.1251,-0.05,0,1,0
2022/11/25,1.0395,-0.1249,-0.5,0,1,0
2022/11/28,1.0337,-0.558,0.8,1,0,0
2022/11/29,1.0327,-0.0967,0.5,1,0,0
2022/11/30,1.0405,0.7553,0.5,1,0,0
2022/12/1,1.0522,1.1245,0.825,1,0,0
2022/12/2,1.0538,0.1521,-0.1,0,1,0
2022/12/5,1.0491,-0.446,-0.1,0,1,0
2022/12/6,1.0469,-0.2097,0.5,1,0,0
2022/12/7,1.0505,0.3439,0.18,1,0,0
2022/12/8,1.0556,0.4855,0.5,1,0,0
2022/12/9,1.053,0,0,0,0,0
2022/12/12,1.0535,0.0475,-0.4,0,1,0
2022/12/13,1.063,0.9018,0.5333,1,0,0
2022/12/14,1.0682,0.4892,0.1667,1,0,0
2022/12/15,1.0626,-0.5242,0.1636,1,0,0
2022/12/16,1.0582,-0.4141,-0.0333,0,1,0
2022/12/19,1.0605,0.2174,0.275,1,0,0
2022/12/20,1.0621,0.1509,0.2,1,0,0
2022/12/21,1.0603,-0.1695,0.3,1,0,0
2022/12/22,1.0593,-0.0943,0.075,1,0,0
2022/12/23,1.0614,0.1982,-0.1,0,1,0
2022/12/26,1.0635,0.1979,0,0,0,1
2022/12/27,1.0638,0.0282,0,0,0,1
2022/12/28,1.0608,-0.282,0.1667,1,0,0
2022/12/29,1.0661,0.4996,0.0333,1,0,0
2022/12/30,1.0702,0.3846,0.26,1,0,0
2023/1/2,1.0662,-0.3738,0.1,1,0,0
2023/1/3,1.0546,-1.088,-0.58,0,1,0
2023/1/4,1.0599,0.5026,-0.1,0,1,0
2023/1/5,1.052,-0.7454,0.025,1,0,0
2023/1/6,1.0644,0,0,0,0,0
2023/1/9,1.0728,0,0,0,0,0
2023/1/10,1.0734,0,0,0,0,0
2023/1/11,1.0755,0,0,0,0,0
2023/1/12,1.0846,0.8461,0.4833,1,0,0
2023/1/13,1.0828,-0.166,0.3833,1,0,0
2023/1/16,1.0816,-0.1108,0.66,1,0,0
2023/1/17,1.0788,-0.2589,-0.1333,0,1,0
2023/1/18,1.0792,0.0371,0.1667,1,0,0
2023/1/19,1.0827,0.3243,-0.05,0,1,0
2023/1/20,1.0855,0.2586,0.1,1,0,0
2023/1/23,1.0868,0.1198,0.3833,1,0,0
2023/1/24,1.0885,0.1564,-0.14,0,1,0
2023/1/25,1.0915,0.2756,0.15,1,0,0
2023/1/26,1.0889,-0.2382,-0.175,0,1,0
2023/1/27,1.0867,0,0,0,0,0
2023/1/30,1.0844,-0.2116,0.25,1,0,0
2023/1/31,1.0862,0.166,0.15,1,0,0
2023/2/1,1.0989,1.1692,-0.0667,0,1,0
2023/2/2,1.091,-0.7189,-0.1143,0,1,0
2023/2/3,1.0793,-1.0724,-0.4333,0,1,0
2023/2/6,1.073,-0.5837,-0.45,0,1,0
2023/2/7,1.0723,-0.0652,-0.2625,0,1,0
2023/2/8,1.0709,-0.1306,0.16,1,0,0
2023/2/9,1.0736,0.2521,0.15,1,0,0
2023/2/10,1.0675,0,0,0,0,0
2023/2/13,1.072,0.4215,0.2,1,0,0
2023/2/14,1.0735,0.1399,0.05,1,0,0
2023/2/15,1.0689,0,0,0,0,0
2023/2/16,1.0668,-0.1965,0,0,0,1
2023/2/17,1.0694,0.2437,0.3,1,0,0
2023/2/20,1.0682,-0.1122,-0.15,0,1,0
2023/2/21,1.0646,-0.337,-0.15,0,1,0
2023/2/22,1.0601,-0.4227,-0.3,0,1,0
2023/2/23,1.0595,-0.0566,-0.5,0,1,0
2023/2/24,1.0546,-0.4625,-0.45,0,1,0
2023/2/27,1.0607,0.5784,-0.04,0,1,0
2023/2/28,1.0576,-0.2923,0.3,1,0,0
2023/3/1,1.0665,0.8415,0.3,1,0,0
2023/3/2,1.0596,-0.647,-0.6,0,1,0
2023/3/3,1.0632,0.3398,-0.3,0,1,0
2023/3/6,1.0678,0.4327,0.325,1,0,0
2023/3/7,1.0547,-1.2268,-0.1,0,1,0
2023/3/8,1.0544,-0.0284,-0.7,0,1,0
2023/3/9,1.058,0.3414,0.1,1,0,0
2023/3/10,1.0643,0.5955,0.55,1,0,0
2023/3/13,1.0729,0.808,0.4,1,0,0
2023/3/14,1.0732,0.028,0.06,1,0,0
2023/3/15,1.0575,-1.4629,-0.5294,0,1,0
2023/3/16,1.0605,0.2837,0.18,1,0,0
2023/3/17,1.0666,0.5752,0.25,1,0,0
2023/3/20,1.0719,0,0,0,0,0
2023/3/21,1.0767,0,0,0,0,0
2023/3/22,1.0855,0.8173,0.3,1,0,0
2023/3/23,1.083,-0.2303,0.575,1,0,0
2023/3/24,1.0759,-0.6556,-0.7,0,1,0
2023/3/27,1.0796,0.3439,0.4111,1,0,0
2023/3/28,1.0843,0.4353,0.3,1,0,0
2023/3/29,1.0843,0,0,0,0,0
2023/3/30,1.0901,0.5349,0.16,1,0,0
2023/3/31,1.0839,-0.5688,-0.4,0,1,0
2023/4/3,1.0895,0.5167,0.2333,1,0,0
2023/4/4,1.0952,0.5232,0.4167,1,0,0
2023/4/5,1.0903,-0.4474,0.05,1,0,0
2023/4/6,1.092,0.1559,0.4,1,0,0
2023/4/7,1.0897,-0.2106,-0.2,0,1,0
2023/4/10,1.0859,-0.3487,-0.4,0,1,0
2023/4/11,1.091,0.4697,0.225,1,0,0
2023/4/12,1.0989,0.7241,0.425,1,0,0
2023/4/13,1.1044,0.5005,0.34,1,0,0
2023/4/14,1.1,-0.3984,0.475,1,0,0
2023/4/17,1.0926,0,0,0,0,0
2023/4/18,1.0971,0,0,0,0,0
2023/4/19,1.0954,0,0,0,0,0
2023/4/20,1.0967,0,0,0,0,0
2023/4/21,1.0987,0,0,0,0,0
2023/4/24,1.1041,0,0,0,0,0
2023/4/25,1.0972,0,0,0,0,0
2023/4/26,1.104,0.6198,0.5,1,0,0
2023/4/27,1.1027,-0.1178,-0.4,0,1,0
